名前,所属,性別,カテゴリー,800mSB,1500mSB,3000mSB,5000mSB,3kmSB,5kmSB,10kmSB,800mSB参考,1500mSB参考,3000mSB参考,5000mSB参考,3kmSB参考,5kmSB参考,10kmSB参考
片山幹太,玉名工高熊　本,男子,高校生,,5:20.87,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel013.html",,,,,
松�煌己,宇土高熊　本,男子,高校生,,4:21.74,,17:02.78,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,"http://www.kumariku.org/25/25,10,11long/rel016.html",,,
坂田惟歩希,小川工高熊　本,男子,高校生,,4:22.80,,15:30.98,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,"http://www.kumariku.org/25/25,12,13long/rel014.html",,,
水谷蒼空,慶誠高熊　本,男子,高校生,,4:23.07,9:22.59,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html","http://www.kumariku.org/25/25,12,13long/rel009.html",,,,
松田陽希,ＮＪＡＣ熊　本,男子,一般,,4:23.19,9:48.26,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html","http://www.kumariku.org/25/25,12,13long/rel009.html",,,,
宮本岳虎,慶誠高熊　本,男子,高校生,,4:25.58,9:09.89,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html","http://www.kumariku.org/25/25,12,13long/rel010.html",,,,
田中光丞,アスリートワーク熊　本,男子,一般,,4:28.31,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,,,,
田原悠真,福工大城東高福　岡,男子,高校生,,4:30.47,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,,,,
有隅一遂,福工大城東高福　岡,男子,高校生,,4:31.07,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,,,,
森口拳心朗,人吉高熊　本,男子,高校生,,4:31.10,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,,,,
丸山白虎,金栗PROJECT熊　本,男子,一般,,4:32.01,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,,,,
古閑啓楽,玉名高熊　本,男子,高校生,,4:32.38,,17:56.73,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,"http://www.kumariku.org/25/25,9,23long/rel016.html",,,
生田晴琉,小川工高熊　本,男子,高校生,,4:32.42,9:47.21,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html","http://www.kumariku.org/25/25,12,13long/rel008.html",,,,
中村一心,豊岡RC熊　本,男子,一般,,4:33.93,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,,,,
宮本潤都,菊陽中熊　本,男子,中学生,,4:34.23,9:34.72,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html","http://www.kumariku.org/25/25,9,23long/rel013.html",,,,
井福陽大,慶誠高熊　本,男子,高校生,,4:38.05,9:20.08,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html","http://www.kumariku.org/25/25,10,11long/rel011.html",,,,
水口大基,人吉first熊　本,男子,一般,,4:37.55,10:01.41,,,,,,"http://www.kumariku.org/25/25,12,13long/rel005.html","http://www.kumariku.org/25/25,12,13long/rel008.html",,,,
飯牟宇宙,玉名高熊　本,男子,高校生,,4:39.63,,17:05.98,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,"http://www.kumariku.org/25/25,9,23long/rel017.html",,,
石原佳維斗,金栗PROJECT熊　本,男子,一般,,4:33.02,,,,,,,"http://www.kumariku.org/25/25,9,23long/rel007.html",,,,,
松村隆汰,金栗PROJECT熊　本,男子,一般,,5:00.76,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel014.html",,,,,
農山力,ＲＦ津奈木熊　本,男子,一般,,4:15.33,9:39.88,16:37.52,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html","http://www.kumariku.org/25/25,9,23long/rel012.html","http://www.kumariku.org/25/25,12,13long/rel011.html",,,
津田郁将,アスリートワーク熊　本,男子,一般,,4:16.94,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
東倖汰,アスリートワーク熊　本,男子,一般,,4:17.82,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
石田光,天草ﾏﾗｿﾝｸﾗﾌﾞ熊　本,男子,一般,,4:18.20,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
城颯利,福工大城東高福　岡,男子,高校生,,4:18.46,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
郷良尚,ASOLETE熊　本,男子,一般,,4:18.86,,16:25.14,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,"http://www.kumariku.org/25/25,10,11long/rel017.html",,,
隈部侑成,金栗PROJECT熊　本,男子,一般,,4:20.20,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
一木瞳勇,アスリートワーク熊　本,男子,一般,,4:20.35,9:43.57,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html","http://www.kumariku.org/25/25,9,23long/rel013.html",,,,
岩根正太朗,アスリートワーク熊　本,男子,一般,,4:17.93,,,,,,,"http://www.kumariku.org/25/25,9,23long/rel008.html",,,,,
坂梨天飛,熊本工高熊　本,男子,高校生,,4:14.99,9:20.54,,,,,,"http://www.kumariku.org/25/25,9,23long/rel009.html","http://www.kumariku.org/25/25,12,13long/rel010.html",,,,
野見山恭輔,福工大城東高福　岡,男子,高校生,,4:22.36,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
西原蒼士,福工大城東高福　岡,男子,高校生,,4:25.71,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
上野一陽,球磨工熊　本,男子,一般,,4:25.80,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
井上有絆,八代工業高熊　本,男子,高校生,,4:26.08,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
高木煌介,上野塾熊　本,男子,一般,,4:39.11,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel015.html",,,,,
古沢崇翔,九州学院高熊　本,男子,高校生,,4:05.75,,14:49.94,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,"http://www.kumariku.org/25/25,12,13long/rel018.html",,,
中尾光希,熊本工高熊　本,男子,高校生,,4:07.18,8:38.92,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html","http://www.kumariku.org/25/25,9,23long/rel015.html",,,,
姉川雷雅,純真高福　岡,男子,高校生,,4:08.47,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
丸岡賢広,上野塾熊　本,男子,一般,,4:09.09,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
津留健太郎,金栗PROJECT熊　本,男子,一般,,4:11.76,9:02.32,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html","http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
石川洸心,九州学院高熊　本,男子,高校生,,4:12.26,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
北原汰一,熊本工高熊　本,男子,高校生,,4:14.35,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
米村和真,九州学院高熊　本,男子,高校生,,4:15.70,,15:11.12,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,"http://www.kumariku.org/25/25,12,13long/rel017.html",,,
城戸晴仁,福工大城東高福　岡,男子,高校生,,4:16.03,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
水本優翔,九州学院高熊　本,男子,高校生,,4:18.03,,15:23.49,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,"http://www.kumariku.org/25/25,9,23long/rel018.html",,,
大塚晴翔,天草工熊　本,男子,一般,,4:18.35,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
草野愛斗,玉名高熊　本,男子,高校生,,4:19.67,,16:11.52,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,"http://www.kumariku.org/25/25,9,23long/rel017.html",,,
辻本愛琉,金栗PROJECT熊　本,男子,一般,,4:19.67,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
中村貴明,熊本山鹿ＲＣ熊　本,男子,一般,,4:23.69,10:31.04,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html","http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
清田飛羽,ARITA UNITED熊　本,男子,一般,,4:22.97,9:28.84,,,,,,"http://www.kumariku.org/25/25,9,23long/rel009.html","http://www.kumariku.org/25/25,12,13long/rel010.html",,,,
田邊丞,福工大城東高福　岡,男子,高校生,,4:29.33,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
三浦聖波,八代RC熊　本,男子,一般,,4:34.54,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel016.html",,,,,
有田大将,ARITA UNITED熊　本,男子,一般,,3:56.43,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html",,,,,
下原士侑,熊本大学  連,男子,一般,,4:01.66,,15:23.06,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html",,"http://www.kumariku.org/25/25,10,11long/rel020.html",,,
内野遥翔,玉名高熊　本,男子,高校生,,4:01.87,9:08.26,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html","http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
米原慶次,千原台熊　本,男子,一般,,4:02.53,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html",,,,,
岡海都希,ARITA UNITED熊　本,男子,一般,,4:04.25,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html",,,,,
中村雄人(-),玖珠郡陸協大　分,男子,一般,,4:04.81,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html",,,,,
後藤悠輝,熊本工高熊　本,男子,高校生,,4:07.47,8:42.82,15:08.42,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html","http://www.kumariku.org/25/25,9,23long/rel015.html","http://www.kumariku.org/25/25,12,13long/rel017.html",,,
西村壮平,福工大城東高福　岡,男子,高校生,,4:07.94,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html",,,,,
高瀬新太,熊本工高熊　本,男子,高校生,,4:08.29,9:05.50,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html","http://www.kumariku.org/25/25,9,23long/rel015.html",,,,
甲斐偉知,千原台熊　本,男子,一般,,4:10.25,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html",,,,,
新立崚,九州学院高熊　本,男子,高校生,,4:14.50,,15:25.72,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel017.html",,"http://www.kumariku.org/25/25,10,11long/rel020.html",,,
廣川楓華,東海大星翔高熊　本,女子,高校生,,4:48.58,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel018.html",,,,,
山崎遥加,千丁クラブ熊　本,女子,一般,,5:36.14,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel018.html",,,,,
山崎紗也加,千丁クラブ熊　本,女子,一般,,5:38.04,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel018.html",,,,,
北村都紀,錦ケ丘中熊　本,女子,中学生,,5:52.07,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel018.html",,,,,
竹村優花,宇土高熊　本,女子,高校生,,5:52.38,,12:18.15,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel018.html",,"http://www.kumariku.org/25/25,12,13long/rel024.html",,,
鳥居樹莉菜,ＲＦ津奈木熊　本,女子,一般,,5:41.45,,12:21.67,,,,,"http://www.kumariku.org/25/25,9,23long/rel022.html",,"http://www.kumariku.org/25/25,12,13long/rel024.html",,,
立山楓果,山鹿中熊　本,女子,中学生,,6:21.61,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel018.html",,,,,
坂田夏音,二岡中熊　本,女子,中学生,,6:22.47,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel018.html",,,,,
吉岡紗貴,VERTEX RC熊　本,女子,一般,,6:30.55,,,,,,,"http://www.kumariku.org/25/25,9,23long/rel022.html",,,,,
大倉くれは,錦ケ丘中熊　本,女子,中学生,,5:17.53,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel019.html",,,,,
矢野未来空,飯塚高福　岡,女子,高校生,,5:20.08,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel019.html",,,,,
須�咲采,ＮＪＡＣ熊　本,女子,一般,,5:22.04,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel019.html",,,,,
福島まりん,玉名高熊　本,女子,高校生,,5:23.27,,11:57.99,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel019.html",,"http://www.kumariku.org/25/25,9,23long/rel026.html",,,
中岡希海,玉名高熊　本,女子,高校生,,5:34.09,,12:07.02,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel019.html",,"http://www.kumariku.org/25/25,9,23long/rel026.html",,,
山口杏莉,ＲＦ津奈木熊　本,女子,一般,,5:37.83,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel019.html",,,,,
金澤朱里,金栗PROJECT熊　本,女子,一般,,5:26.84,,,,,,,"http://www.kumariku.org/25/25,9,23long/rel022.html",,,,,
河村季吹,山鹿中熊　本,女子,中学生,,6:20.77,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel019.html",,,,,
清川優美,豊岡RC熊　本,女子,一般,,6:28.39,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel019.html",,,,,
内野花笑,玉名高熊　本,女子,高校生,,5:05.79,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
中尾美空,玉名高熊　本,女子,高校生,,5:05.80,,11:28.21,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,"http://www.kumariku.org/25/25,9,23long/rel026.html",,,
辻美空,金栗PROJECT熊　本,女子,一般,,5:08.30,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
稲葉優,小川中熊　本,女子,中学生,,5:11.29,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
東萌音,人吉第一中熊　本,女子,中学生,,5:11.66,,,,,,,"http://www.kumariku.org/25/25,12,13long/rel023.html",,,,,
後藤鞠奈,鹿児島大学鹿児島,女子,一般,,5:13.96,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
中村紗菜,福工大城東高福　岡,女子,高校生,,5:14.21,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
前田幸那,福工大城東高福　岡,女子,高校生,,5:16.83,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
居石華音,金栗PROJECT熊　本,女子,一般,,5:07.47,,,,,,,"http://www.kumariku.org/25/25,9,23long/rel023.html",,,,,
永田結里愛,文徳高熊　本,女子,高校生,,5:18.27,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
吉岡優珠,文徳高熊　本,女子,高校生,,5:19.47,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
米村美保,熊本信愛高熊　本,女子,高校生,,5:09.48,,11:17.01,,,,,"http://www.kumariku.org/25/25,9,23long/rel023.html",,"http://www.kumariku.org/25/25,10,11long/rel012.html",,,
平田結愛,人吉第一中熊　本,女子,中学生,,5:51.16,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel020.html",,,,,
加藤みちる,熊本陸協熊　本,女子,一般,,4:41.49,9:44.28,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html","http://www.kumariku.org/25/25,10,11long/rel015.html",,,,
庄山瑠那,金栗PROJECT熊　本,女子,一般,,4:45.64,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html",,,,,
小松瑞穂,飯塚高福　岡,女子,高校生,,4:50.58,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html",,,,,
福田みさ,玉名高熊　本,女子,高校生,,4:50.91,9:59.32,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html","http://www.kumariku.org/25/25,9,23long/rel027.html",,,,
前田萌,国分南中学校鹿児島,女子,中学生,,4:53.42,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html",,,,,
尾上美桜,福工大城東高福　岡,女子,高校生,,4:56.60,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html",,,,,
坂井優花,金栗PROJECT熊　本,女子,一般,,4:55.39,,,,,,,"http://www.kumariku.org/25/25,9,23long/rel024.html",,,,,
赤瀬玲,福工大城東高福　岡,女子,高校生,,4:59.92,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html",,,,,
山�美華,福工大城東高福　岡,女子,高校生,,5:02.00,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html",,,,,
竹熊紗良,金栗PROJECT熊　本,女子,一般,,5:08.84,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel021.html",,,,,
松�柚希,慶誠高熊　本,女子,高校生,,5:05.13,,11:04.07,,,,,"http://www.kumariku.org/25/25,12,13long/rel023.html",,"http://www.kumariku.org/25/25,10,11long/rel012.html",,,
大久保太晴,専大熊本高熊　本,男子,高校生,,,9:38.99,16:12.20,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html","http://www.kumariku.org/25/25,10,11long/rel017.html",,,
豊増海任,宮之城中鹿児島,男子,中学生,,,9:54.65,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
橋本紫音,小川中熊　本,男子,中学生,,,9:55.34,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
松尾空,専大熊本高熊　本,男子,高校生,,,9:58.81,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
山崎義幸,九州電力送配電熊　本,男子,一般,,,9:59.57,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
小川慎平,球磨工熊　本,男子,一般,,,10:00.82,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
中島泰斗,アスリートワーク熊　本,男子,一般,,,10:05.12,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
伊藤正宗,宮之城中鹿児島,男子,中学生,,,10:07.87,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
藤尾晃介,福工大城東高福　岡,男子,高校生,,,10:10.64,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
安藤陽太郎,福工大城東高福　岡,男子,高校生,,,10:11.89,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
新坂祐斗,人吉高熊　本,男子,高校生,,,10:14.61,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,,
西山綾大,専大熊本高熊　本,男子,高校生,,,9:53.38,,,,,,,"http://www.kumariku.org/25/25,10,11long/rel009.html",,,,
星先理一,玉名高熊　本,男子,高校生,,,,11:03.53,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,
正田崇仁,玉名高熊　本,男子,高校生,,,,11:04.54,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel022.html",,,
関屋晄太,藤蔭高大　分,男子,高校生,,,9:08.84,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
増田敬大,文徳高熊　本,男子,高校生,,,9:11.36,15:20.42,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html","http://www.kumariku.org/25/25,12,13long/rel014.html",,,
元村瑛人,出水中央高鹿児島,男子,中学生,,,9:12.00,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
平範幸,出水中央高鹿児島,男子,中学生,,,9:17.16,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
島村洸史,オーデンAC熊　本,男子,一般,,,9:25.45,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
蓑田滉翔,球磨工熊　本,男子,一般,,,9:34.62,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
白石聖弥,慶誠高熊　本,男子,高校生,,,9:27.52,,,,,,,"http://www.kumariku.org/25/25,9,23long/rel013.html",,,,
畑本翔太,小川工高熊　本,男子,高校生,,,9:35.47,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
中岡優斗,宇土高熊　本,男子,高校生,,,9:39.73,16:43.90,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html","http://www.kumariku.org/25/25,9,23long/rel016.html",,,
牛島成郁,藤蔭高大　分,男子,高校生,,,9:47.70,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
森健大朗,藤蔭高大　分,男子,高校生,,,9:54.99,16:44.58,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html","http://www.kumariku.org/25/25,12,13long/rel011.html",,,
山下瑛大,金栗PROJECT熊　本,男子,一般,,4:31.55,9:55.01,,,,,,"http://www.kumariku.org/25/25,10,11long/rel007.html","http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
江崎桜雅,小川工高熊　本,男子,高校生,,,9:55.99,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
和泉達也,上球磨消防熊　本,男子,一般,,,9:59.94,16:25.09,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html","http://www.kumariku.org/25/25,10,11long/rel018.html",,,
江藤優樹,藤蔭高大　分,男子,高校生,,,9:38.82,,,,,,,"http://www.kumariku.org/25/25,12,13long/rel008.html",,,,
山口陽也,球磨工熊　本,男子,一般,,,10:01.28,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
古賀孟,藤蔭高大　分,男子,高校生,,,9:52.84,,,,,,,"http://www.kumariku.org/25/25,12,13long/rel008.html",,,,
野�雅貴,ＲＦ津奈木熊　本,男子,一般,,,9:46.20,,,,,,,"http://www.kumariku.org/25/25,9,23long/rel012.html",,,,
庄嶋晃希,飯塚高福　岡,男子,高校生,,,10:24.20,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel023.html",,,,
牛尾哲太,福工大城東高福　岡,男子,高校生,,,9:15.86,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
中島篤志,慶誠高熊　本,男子,高校生,,,9:16.61,15:24.32,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html","http://www.kumariku.org/25/25,12,13long/rel015.html",,,
徳永陽大,福岡第一高福　岡,男子,高校生,,,9:17.21,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
志方眞,専大熊本高熊　本,男子,高校生,,,9:19.92,15:56.24,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html","http://www.kumariku.org/25/25,10,11long/rel017.html",,,
山崎拓真,千原台熊　本,男子,一般,,,9:21.03,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
岩水優希,八代工業高熊　本,男子,高校生,,,9:23.12,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
友口貴裕,熊本市消防局熊　本,男子,一般,,,9:23.23,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
吉岡紀元,福岡陸協福　岡,男子,一般,,,9:26.28,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
山田瑛斗,福岡第一高福　岡,男子,高校生,,,9:30.44,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
平江勇盛,慶誠高熊　本,男子,高校生,,,9:22.42,,,,,,,"http://www.kumariku.org/25/25,10,11long/rel011.html",,,,
小柳勇翔,福工大城東高福　岡,男子,高校生,,,9:43.14,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
古嶋大輔,KOC熊　本,男子,一般,,,9:44.18,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
宮尾昌樹,熊本陸協熊　本,男子,一般,,,9:45.63,16:31.10,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html","http://www.kumariku.org/25/25,9,23long/rel016.html",,,
松永勇磨,専大熊本高熊　本,男子,高校生,,,9:46.06,17:01.72,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html","http://www.kumariku.org/25/25,9,23long/rel017.html",,,
川邉光次郎,純真高福　岡,男子,高校生,,,9:55.81,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
井手章太,熊本市消防局熊　本,男子,一般,,,9:59.21,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel024.html",,,,
村上滉典,三養基佐　賀,男子,一般,,,8:55.34,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
松浦慧大,飯塚高福　岡,男子,高校生,,,9:05.55,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
荒木蓮斗,出水中央高鹿児島,男子,中学生,,,9:05.77,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
重藤浩太,藤蔭高大　分,男子,高校生,,,9:05.93,15:51.00,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html","http://www.kumariku.org/25/25,12,13long/rel014.html",,,
山村英也,藤蔭高大　分,男子,高校生,,,9:07.41,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
岩本哲煌,藤蔭高大　分,男子,高校生,,,9:09.14,15:26.16,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html","http://www.kumariku.org/25/25,12,13long/rel014.html",,,
千原大和,八代RC熊　本,男子,一般,,,9:12.72,16:20.18,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html","http://www.kumariku.org/25/25,10,11long/rel018.html",,,
脇山恵太,純真高福　岡,男子,高校生,,,9:13.19,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
南本和顯,球磨工熊　本,男子,一般,,,9:14.31,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
松尾侑磨,鹿児島大兵　庫,男子,一般,,,9:15.11,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
高山慧太,飯塚高福　岡,男子,高校生,,,9:18.11,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
森下永遠,慶誠高熊　本,男子,高校生,,,9:20.82,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
本田春都,上野塾熊　本,男子,一般,,,9:23.69,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
中嶋麦太,純真高福　岡,男子,高校生,,,9:24.12,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
内野颯蒼,純真高福　岡,男子,高校生,,,9:29.72,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
那須健太郎,熊本学園大熊　本,男子,一般,,,9:08.17,15:56.28,,,,,,"http://www.kumariku.org/25/25,12,13long/rel010.html","http://www.kumariku.org/25/25,10,11long/rel019.html",,,
石綿空,純真高福　岡,男子,高校生,,,9:39.88,,,,,,,"http://www.kumariku.org/25/25,7,5long&jump/rel025.html",,,,
